['solidity']	['dapp', 'core']
['node.js', 'express', 'restful', 'api', 'git']	['openssl', 'git', 'edr', 'anti', 'virus', 'dlp', 'linux', 'ebpf', 'event', 'trace', 'tracefs']
['openstack', 'dr', 'iso', 'csap', 'isms']	['qa', 'istqb', 'iso']
['aws', 'gcp', 'data', 'ml', 'aiops', 'ai', 'sql', 'workflow', 'tool']	['dune']
['visualize', 'ui', 'gpu']	['aws', 'e.g.', 'ec', 'glue', 'ml']
['db', 'web', 'application', 'jpa', 'hibernate', 'orm', 'restful', 'api', 'rdbms', 'nosql', 'aws', 'git']	['oss', 'iso', 'iec', 'openchain']
['system', 'hw', 'console', 'sw', 'ct', 'dicom', 'pacs']	['embedded', 'online', 'postman']
['webrtc', 'react', 'sdp', 'ice', 'candidate', 'stun', 'turn']	['salesforce']
['vision', 'ai', 'solution']	['msa', 'public', 'saas', 'service', 'premise', 'cloud', 'platform', 'isms', 'iso', 'csap', 'committer', 'contributor']
['hci', 'aws', 'vmware', 'sqa', 'ms', 'office', 'word', 'powerpoint', 'excel']	['monaco', 'codemirror', 'iframe', 'module', 'federation', 'msa', 'npm', 'next.js', 'server', 'side', 'rendering', 'websocket', 'rxjs', 'webrtc', 'jest', 'react', 'unit', 'test', 'webpack', 'esbuild', 'rollup', 'vite', 'es', 'application', 'rest', 'api', 'mui', 'testing', 'eslint', 'prettier']
['ui', 'html', 'css', 'seo']	['gis', 'gdap', 'pdal', 'postgis', 'geoserver', 'dm', 'model', 'tile', 'file', 'format', 'apache', 'aws', 'data', 'streaming', 'elk', 'stack', 'logstash', 'dxf', 'shapefile', 'protobuf', 'ifc']
['hivemind', 'enterprise', 'shield', 'ai', 'autonomy', 'api']	['zkp', 'zero', 'knowledge', 'proof', 'dp', 'differential', 'privacy', 'mpc', 'multi', 'party', 'computation', 'preserving', 'data', 'sharing']
['gateway', 'router', 'linux', 'sw']	['sw', 'fms', 'ble', 'iot', 'serial', 'obd', 'digital', 'data', 'sheet']
['node.js', 'nest.js', 'api', 'db', 'solidity', 'klaytn', 'ethereum', 'web', 'ai', 'git']	['gui', 'application']
['db', 'active', 'diretory', 'wsus', 'ad', 'group', 'policy', 'ldaps', 'windows', 'defender', 'poc', 'bmt', 'os', 'linux']	['geometry']
['db', 'trouble', 'shooting', 'etl', 'bi', 'sql', 'rdbms', 'ms']	['osint', 'mitre', 'att', 'ck', 'fend', 'nosql', 'es']
['ap', 'jmeter', 'loadrunner', 'load', 'stress', 'soak']	['aws', 'ai', 'ml', 'gcp', 'azure', 'mlops']
['one', 'ocean', 'network', 'express', 'delivery', 'agile', 'scrum', 'msa', 'micro', 'service', 'architecture', 'application', 'pandas', 'libraries', 'node', 'node.js', 'nest.js', 'backend', 'next.js', 'react', 'frontend', 'postgre', 'sql', 'writing', 'reading']	['cs']
['premises', 'ci', 'cd', 'debian', 'ubuntu', 'golang']	['sql', 'professional', 'public', 'cloud', 'ai', 'ml']
['android', 'ios', 'ai', 'ar', 'ui']	['qt', 'gtk', 'gimp', 'toolkit', 'fltk', 'fast', 'light', 'software', 'architecture', 'application', 'framework', 'ci', 'cd']
['ad', 'network']	['stm', 'etc', 'schematic', 'freertos', 'linux', 'adc', 'dac', 'spi', 'uart', 'usb', 'etc.', 'ble', 'bt', 'wifi', 'lpwa', 'iot', 'lora', 'cat.m']
['devops', 'nbt', 'isms', 'aws', 'gcp', 'ci', 'cd', 'bi', 'bigquery']	['eigen', 'icp', 'git', 'issue', 'tracking']
['ui', 'ux', 'flutter', 'git']	['large', 'language', 'model', 'post', 'quantum', 'cryptography']
['fw', 'ips', 'waf', 'vpn']	['machine', 'learning', 'android', 'ios', 'git', 'tflite', 'deep']
['nvidia', 'jetson', 'ai', 'yolo', 'pyqt']	['web', 'pre', 'test', 'pdf']
['mission', 'role', 'finance', 'erp', 'public', 'sap', 'main', 'fi', 'key', 'responsibilities', 'fcm', 'man', 'hour', 'plan', 'tempo', 'sync', 'project', 'resource', 'tracking', 'pm', 'progress', 'report', 'accounting', 'team', 'logging', 'status', 'monitoring', 'basic', 'qualifications', 'co', 'abap']	['experience', 'with', 'least', 'one', 'test', 'automation', 'frameworks', 'like', 'etc.', 'building', 'quality', 'tooling', 'managing', 'infrastru', 'cture.', 'programming', 'modern', 'language', 'such', 'including', 'object', 'oriented', 'esign.', 'pytest', 'testing', 'fram', 'ework.', 'knowledge', 'overall', 'system', 'architecture', 'scalability', 'reliability', 'performance', 'large', 'scale', 'distributed', 'software', 'ystem.', 'excellent', 'communication', 'collaboration', 'reporting', 'analytical', 'problem', 'solving', 'kills.', 'proficient', 'written', 'spoken', 'en', 'glish.']
['ux']	['sdk', 'cocos', 'pdf']
['react.js', 'aws', 'jquery', 'technical', 'expertise', 'code', 'readability', 'sql', 'git', 'thoughtful', 'problem', 'solver', 'user', 'centered', 'pragmatic', 'rational', 'thinker', 'empathetic', 'communicator', 'team', 'player']	['ros', 'linux']
['ux', 'computer', 'science', 'engineering', 'ba', 'bs', 'webkit', 'html', 'css', 'node.js', 'react', 'js', 'ex', 'press.js', 'next.js', 'restful', 'babel', 'webpack', 'npm', 'lean']	['geometry', 'cad', 'cam', 'sw', 'openmp', 'tbb', 'mvc', 'mvvm', 'git', 'issue', 'tracking', 'installer', 'package']
['aws', 'dbms', 'db', 'os', 'rdbms', 'mariadb', 'rds', 'auroradb']	['backend', 'mlops']
['sql', 'etl', 'batch']	['gpu', 'cluster']
['ai', 'llm', 'cnn', 'rpa', 'robotic', 'process', 'automation', 'linux']	['evm']
['framework', 'rest', 'api', 'voc']	['react', 'bluetooth', 'nfc', 'mobile', 'app', 'mqtt', 'iot']
['web', 'vue', 'cloud', 'google', 'platform', 'firebase', 'computer', 'science', 'engineering', 'markdown', 'git']	['mlops', 'ml', 'pipeline', 'data', 'scientist']
['amhs', 'web', 'react', 'db']	['microservice', 'architecture', 'event', 'driven', 'unit', 'test', 'integration', 'code', 'review']
['os', 'cs', 'sql', 'aws', 'glue', 'emr', 'athena', 'dms', 'msk', 'apache', 'databricks', 'datahub']	['next.js', 'app', 'router', 'server', 'component', 'aws']
['compliance', 'life', 'cycle', 'apt', 'firewall', 'endpoint', 'security', 'solutions', 'isms']	['fp', 'oop', 'aws', 'gcp', 'azure', 'ci', 'cd']
['mes', 'django', 'bootstrap', 'db', 'aws', 'support', 'was', 'local', 'cloud']	['aspice', 'functional', 'safety', 'ncap', 'capl', 'tool', 'linux', 'ros']
['ai', 'ml', 'cpu', 'gpu', 'vm', 'kvm', 'xen', 'vmware']	['wiki', 'devops', 'ci', 'cd', 'container', 'node.js']
['infra', 'pc', 'ms', 'azure', 'ad', 'intune', 'secui', 'aruba', 'dlp', 'vmware', 'hyper', 'edms', 'mastercontrol', 'eln', 'biovia', 'scope']	['node.js', 'google', 'analytics', 'amplitude']
['voc', 'qa', 'ux']	['database', 'mariadb', 'oracle', 'sql', 'svn', 'git']
['scm', 'boot', 'vue.js', 'ci', 'cd', 'devops', 'msa']	['auto', 'prompt', 'tuning', 'ai']
['rs', 'spi']	['restful', 'api', 'git']
['lims', 'net', 'git']	['gitops', 'ci', 'cd']
['rgb', 'area', 'camera', 'tof', 'lidar', 'laser', 'line', 'profile', 'sensor', 'mil', 'opencv']	['atlassian', 'jsm', 'itsm', 'shell', 'ci', 'cd', 'git', 'linux', 'database']
['ai', 'was', 'windows', 'ad', 'active', 'directory', 'exchange', 'dhcp', 'dns', 'linux', 'ubuntu', 'centos', 'aws', 'shell']	['med', 'tech']
['caddi', 'drawer', 'qa', 'enabling']	['perforce', 'shell', 'ci', 'cd', 'linux', 'database', 'open', 'source']
['client', 'api', 'seo', 'frnamework', 'codelgniter', 'backend', 'db', 'erd', 'apm', 'git', 'composer']	['next.js', 'ci', 'cd', 'edutech']
['lidar', 'radar', 'camera', 'object', 'detection', 'semantic', 'segmentation', 'depth', 'completion', 'estimation', 'slam', 'etc.', 'caffe', 'ros', 'matlab']	['mvp', 'framer', 'bubble', 'cursor', 'ai']
['private', 'cloud', 'api', 'iscsi', 'nvmeof', 'target']	['mes']
['maven', 'clinical', 'cloud', 'digital', 'transformation', 'node.js', 'aws', 'ci', 'cd', 'actions', 'msa', 'micro', 'service', 'architecture', 'framework']	['restful', 'api', 'ci', 'git']
['etl', 'framework', 'django', 'restful', 'websocket', 'rdbms', 'db', 'sql', 'aws', 'azure', 'gcp', 'cloudflare', 'actions', 'devops']	['opentelemetry', 'firebase', 'authentication', 'realtime', 'database', 'firestore', 'cloud', 'functions', 'sdk', 'sentry', 'datadog', 'facebook', 'twitter', 'linkedin', 'google', 'vimeo', 'youtube', 'api', 'cursor']
['ips', 'vpn', 'iso', 'isms', 'csap', 'palo', 'alto', 'networks', 'fortinet', 'axgate']	['ethercat', 'artwork', 'hw', 'ui', 'software', 'pc']
['self', 'serve', 'saas', 'react', 'web', 'git', 'figma', 'aws', 'gcp']	['flutter', 'ethercat']
['skt', 'next', 'bss', 'db', 'oracle', 'dbms', 'premise', 'cloud']	['cae']
['fpga', 'ip', 'arm', 'based', 'soc']	['oracle', 'sql']
['led']	['reading', 'writing', 'listening', 'ui', 'ux', 'api', 'postman', 'newman', 'redmine', 'istqb', 'csts']
['argocd', 'ci', 'cd', 'git', 'newrelic', 'bugsnag', 'copilot', 'rest', 'api', 'msa', 'web', 'framework', 'rdbms', 'nosql']	['database', 'architecture', 'dw', 'nosql', 'shell', 'script']
['knowhow', 'git', 'node.js', 'express', 'rdbms', 'nosql']	['iso', 'automotive', 'arm', 'dsp', 'soc', 'ecu', 'git', 'codebeamer', 'tool', 'process', 'audit', 'iatf', 'quality', 'manager']
['skillset', 'node.js', 'oop', 'aws', 'linux', 'container', 'rdbms', 'nosql']	['top', 'tier', 'jcr', 'a.i.', 'ai']
['erp', 'sap', 'pm', 'pl', 'pmo', 'ito', 'non', 'interface', 'sd', 'abap']	['mpu', 'embedded', 'linux', 'bsp', 'kernel', 'mcu', 'firmware', 'iar']
['lead', 'projects', 'within', 'software', 'development', 'life', 'cycle.', 'manage', 'project', 'risk', 'ensure', 'goals', 'are', 'met', 'questioning', 'decisions', 'ensuring', 'compromises', 'made', 'appropri', 'ately.', 'coordinate', 'engineers', 'designers', 'define', 'technical', 'requirements', 'based', 'business', 'various', 'constr', 'aints.', 'foster', 'collaboration', 'across', 'medical', 'engineering', 'machine', 'learning', 'product', 'specialists', 'stakeholders', 'implementation', 'teams.', 'document', 'features', 'processes', 'aud', 'itors.', 'keep', 'informed', 'activity', 'share', 'information', 'throughout', 'organization', 'al', 'ign.', 'bachelor', 'degree', 'computer', 'science', 'related', 'field', 'equivalent', 'experience', 'level', 'english', 'years', 'developing', 'maintaining', 'plans', 'timelines', 'successful', 'delivery', 'delivering', 'centered', 'around', 'web', 'systems', 'data', 'excellent', 'organizational', 'communication', 'skills', 'strong', 'critical', 'thinking', 'personable', 'firm', 'when', 'identifying', 'discussing', 'resolving', 'problems', 'both', 'interpersonal', 'some', 'role', 'building', 'e.g.', 'developer', 'engineer', 'solutions', 'etc', 'management', 'like', 'smartsheet', 'familiarity', 'with', 'least', 'two', 'frameworks', 'scrum', 'kanban', 'safe', 'path', 'method', 'shape', 'korean', 'language', 'skill', 'writing', 'comfortable', 'challenging', 'assumptions', 'providing', 'receiving', 'feedback']	['ta']
['vue']	['isp', 'ismp', 'pm', 'pl', 'dr', 'ai']
['ai', 'qa', 'qc', 'astm', 'iso']	['tcp', 'ip', 'routing', 'vlans', 'load', 'balancing', 'http', 'html', 'dns']
['pm', 'sql']	['zebra', 'zpl', 'intermec', 'ipl', 'mes', 'erp']
['wemix', 'play', 'wepublic', 'research', 'golang', 'solidity', 'bitcoin', 'ethereum']	['rf', 'fpga', 'eicd']
['shopify', 'ecommerce', 'storefront', 'api', 'liquid', 'hydrogen', 'theme', 'customize', 'app', 'node.js', 'css', 'html', 'react']	['system', 'engineering', 'industrial']
['ui', 'next.js', 'react', 'html', 'css', 'http', 'https', 'restful', 'api', 'git']	['soc', 'mcu', 'ble', 'lte']
['develop', 'autonomous', 'driving', 'software', 'with', 'focus', 'low', 'level', 'optimization', 'know', 'how', 'modern', 'computer', 'works', 'familiar', 'arm', 'architecture']	['iot', 'gateway', 'hw', 'fda', 'ce', 'sqa', 'ble', 'qualcomm', 'chipset', 'sw', 'saas', 'aws']
['led', 'ux', 'iot', 'wifi', 'ble', 'wpf']	['cuda', 'thread', 'slam', 'ios', 'intra', 'oral', 'scanner']
['access', 'governance', 'engineer', 'iga', 'just', 'time', 'saviynt', 'entitlement', 'review', 'application', 'rpa', 'iam', 'identity', 'management', 'sailpoint', 'oracle', 'forgerock', 'okta', 'ping', 'microsoft', 'sql']	['pm', 'iot', 'iso', 'autosar']
['mobility', 'map', 'sdk', 'es', 'android', 'ios', 'linux', 'metal', 'jni', 'native', 'interface', 'objective']	['sap', 'hana', 'erp']
['llm', 'ai', 'perso', 'saas', 'alan', 'openllm', 'triton', 'azure', 'nlp']	['sap', 'hana']
['cloud']	['pose', 'estimation', 'multi', 'person', 'group', 'activity', 'recognition', 'pop']
['ai', 'sql', 'ml']	['sap', 'hana', 'erp', 'pp']
['wpf', 'windows', 'pos', 'application', 'custom', 'control']	['opensearch', 'siem', 'soar']
['cloud', 'platform', 'data', 'architecture', 'server', 'resourece', 'monitoring', 'finops', 'lakehouse', 'feature', 'store', 'dw', 'dm', 'structure', 'discovery', 'governance', 'ochestration', 'optimization', 'daas', 'datahub', 'devops', 'dataops', 'cloudops', 'container', 'msa', 'serving', 'api', 'orchestration', 'visualization', 'ai']	['st', 'mcu', 'nvidia', 'application', 'bldc']
['erp', 'kotlin', 'expert']	['ai', 'webrtc']
['db', 'rest', 'api', 'sql', 'database', 'nosql', 'django', 'drf', 'elk', 'sentry']	['cpu', 'architecture', 'gpu']
['api', 'rdbms', 'nosql', 'aws', 'linux']	['shell', 'script', 'video', 'codec', 'fpga', 'development', 'environment']
['ba', 'ckend.ai', 'escalation', 'linux']	['video', 'codec', 'amba', 'axi', 'memory', 'sub', 'system', 'image', 'signal', 'processing', 'linux', 'script', 'fpga']
['sql', 'dba', 'pl', 'pgsql']	['ethernet', 'lvds', 'noise', 'pcb']
['cae', 'fdm', 'fvm']	['amr', 'ros']
['saas', 'react.js', 'next.js', 'ui', 'ux', 'react', 'ssr']	['ai', 'ml', 'msa', 'iac', 'infrastructure', 'code', 'terraform', 'agile', 'ci', 'cd']
['are', 'looking', 'best', 'dot', 'operation', 'manager', 'responsibilities', 'google', 'workspace', 'okta', 'saml', 'itsm', 'azure', 'ad', 'iam']	['ev', 'kc', 'fcc', 'ce', 'ul', 'tool']
['shield', 'ai', 'vtol', 'dod', 'unix']	['public', 'cloud', 'azure', 'aws', 'google']
['px', 'autopilot', 'ardupilot', 'linux', 'ros', 'gcs']	['reverse', 'engineering', 'plc', 'hmi', 'recorder', 'etc', 'altium', 'designer', 'orcad', 'pads', 'emc']
['iac', 'terraform', 'aws', 'ncp', 'msa', 'observability', 'thanos', 'loki', 'datadog', 'ci', 'cd', 'devops', 'container', 'node.js', 'os']	['preferred', 'qualifications', 'embedded', 'linux', 'lv', 'sw', 'vector', 'tool', 'rt']
['vhdl', 'verilog', 'rtl', 'simulation', 'model', 'testbench', 'verification', 'fpga', 'built', 'logic', 'analyzer', 'chip', 'scope', 'signal', 'tap', 'ddr', 'memory', 'lvds', 'mipi', 'interface', 'block', 'xilinx', 'zynq', 'axi']	['full', 'chip', 'tcl']
['adc', 'kvm', 'http', 'https', 'proxy', 'linux']	['react', 'vue', 'spa', 'webpack', 'vite', 'ui', 'ux']
['multi', 'cloud', 'application', 'ci', 'cd', 'aws', 'azure', 'gcp', 'iac', 'terraform', 'pulumi']	['preferred', 'qualifications', 'knowledge', 'computer', 'architecture', 'especially', 'vliw', 'experience', 'optimization', 'parallel', 'processing', 'such', 'simd', 'gpgpu', 'e.g', 'cuda', 'understanding', 'aspice', 'iso', 'cross', 'platform', 'development', 'including', 'windows', 'linux', 'good', 'know', 'keywords', 'cmake', 'gcc', 'toolchain', 'opencv', 'openvx', 'static', 'analysis', 'doxygen', 'blas', 'nuget']
['devops', 'nbt', 'isms', 'aws', 'gcp', 'ci', 'cd', 'iac', 'infrastructure', 'code']	['hils']
['deliver', 'ios', 'experiences', 'are', 'highly', 'crafted', 'rewarding', 'our', 'cl', 'ients.', 'collaborate', 'with', 'cross', 'functional', 'teams', 'define', 'design', 'ship', 'new', 'features', 'mobile', 'applica', 'tions.', 'develop', 'maintain', 'applications', 'platforms', 'ensuring', 'optimal', 'performance', 'responsiv', 'eness.', 'work', 'closely', 'ui', 'ux', 'designers', 'implement', 'intuitive', 'visually', 'appealing', 'user', 'inter', 'faces.', 'build', 'pixel', 'perfect', 'buttery', 'smooth', 'uis', 'across', 'various', 'plat', 'forms.', 'code', 'write', 'automated', 'tests', 'ensure', 'product', 'highest', 'qual', 'ity.', 'master', 'bachelor', 'equivalent', 'degree', 'computer', 'science', 'engine', 'ering.', 'years', 'experience', 'emphasis', 'building', 'large', 'scale', 'world', 'class', 'apps.', 'strong', 'ability', 'resilient', 'leverage', 'end', 'unit', 'tests.', 'manage', 'release', 'de', 'vices.', 'proficiency', 'profiling', 'optimizing', 'ios.', 'understanding', 'device', 'machine', 'lea', 'rning.', 'deep', 'knowledge', 'lite', 'core', 'ml', 'web', 'assembly', 'onnx', 'runtime', 'web.', 'either', 'objective', 'c.', 'platform', 'its', 'architecture', 'sdk', 'cocoa', 'touch', 'metal', 'programming', 'language', 'goals', 'aligned', 'delivered', 'feature', 'se', 'rvice.', 'excellent', 'english', 'korean', 'communication', 'skills', 'spoken', 'written']	['automotive', 'soc', 'npu', 'accelerator', 'dft', 'rtl', 'gds']
['zero', 'day', 'vulnerability', 'ctf', 'wargame']	['camera', 'library', 'viewer', 'vision', 'opencv', 'image', 'processing', 'git']
['key', 'responsibilities', 'voc', 'task', 'integration', 'kpi', 'sprint', 'pre', 'requisites', 'insight']	['robotics', 'radar']
['ubuntu', 'linux', 'vm', 'xen', 'web', 'was', 'dns', 'ssl', 'bash']	['abeek']
['rds', 'cluster', 'replication', 'data', 'migration', 'db', 'schema', 'monitoring', 'datadog', 'global', 'database', 'erd', 'cloud', 'dba', 'aws', 'aurora']	['crm', 'react', 'native']
['ml', 'dl', 'llm', 'mle', 'end']	['soc', 'full', 'chip', 'physcial', 'design', 'physical', 'implementation', 'verification', 'script', 'tcl', 'off', 'psi']
['tb', 'saas', 'git', 'topik']	['ncp', 'cloud', 'naver', 'nginx', 'argocd', 'ci', 'cd', 'data', 'base', 'replication', 'db', 'nlb', 'web', 'socket']
['ai', 'generative', 'react']	['cloud', 'devops', 'ci', 'cd', 'git', 'container', 'lit', 'component', 'svlet']
['aws', 'eks', 'ci', 'cd']	['aws', 'azure', 'gcp', 'ncp', 'scouter', 'apm', 'vdi', 'nac', 'vpn']
['sdk', 'windows', 'node.js', 'urp', 'hdrp', 'rdb', 'nosql', 'git', 'dns', 'proxy', 'server', 'net', 'framework', 'tool']	['ci', 'cd', 'terraform', 'infra', 'code']
['ai', 'ml', 'dl', 'follow', 'data', 'engineer', 'sw']	['react', 'vue', 'js', 'ncp', 'aws']
['qa', 'lab', 'iac', 'technical', 'presentation']	['aws', 'ci', 'cd', 'ims']
['time', 'series', 'anomaly', 'detection', 'ml', 'generative', 'ai', 'application', 'server', 'db', 'applicaion']	['cloud', 'llm', 'api', 'ai', 'quantization', 'pruning']
['ios', 'jetpack', 'compose', 'ui', 'espresso', 'git']	['ra']
['pcb']	['isms', 'iso', 'tcp', 'ip', 'wireshark']
['etl', 'luigi', 'data', 'storage', 'iceberg', 'schema', 'registry', 'opensearch', 'processing', 'transformation', 'emr', 'streams', 'dbt', 'interactive', 'query', 'service', 'athena', 'orchestration', 'governance', 'aws', 'lake', 'formation', 'visualisation', 'datawarehouse']	['db', 'si']
['ai', 'ex', 'proof', 'concept', 'pdf', 'ml', 'os', 'ubuntu', 'windows']	['qa', 'db', 'postman', 'charles']
